,R,r,rho,ratio,p,q,error
210,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,3,4.14465997635142666e-05
211,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,10,2.47040970880416390e-12
212,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,3,2.52969969165492888e-07
213,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,3,1.00715237425340037e-02
214,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,15,7.58909907779194599e-07
215,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,5,2.48679598581117572e-02
216,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,5,5.66523210517537665e-02
217,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,10,9.94718394324345945e-02
218,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,3,7.58909907496478612e-07
219,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,10,5.66523210517529185e-01
220,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,10,3,2.52969969200832352e-09
221,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,3,5,4.14465997635138220e-04
222,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,10,3,7.77123745565850993e-06
223,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,3,5.66523210517537665e-02
224,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,10,2.52969969200832360e-08
225,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,10,1.00715237425336213e+00
226,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,10,1.00715237425340106e-02
227,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,10,7.57071083510198054e-05
228,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,5,5.66523210517537890e-03
229,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,20,1.00715237425340106e-02
230,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,5,5,2.59041248522131497e-06
231,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,3,15,4.14465997635138220e-04
232,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,20,2.42851170490778873e-07
233,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,10,2.47040926706045795e-11
234,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,15,1.00715237425340026e-01
235,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,10,5,2.52969969587334023e-09
236,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,10,2.41156723847855983e-13
237,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,3,7.77123745565895269e-04
238,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,10,7.77123745565895242e-05
239,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,3,1.34438613433361513e-03
240,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,5,2.42851170485808315e-06
241,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,10,7.57071083509955074e-03
242,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,10,9.94718394324348252e-04
243,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,20,7.58909908022968669e-08
244,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,15,7.77123745566080234e-05
245,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,20,1.34438613433357029e-01
246,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,20,7.57071083510198054e-05
247,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,20,1.34438613433361079e-03
248,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,20,5.66523210517537665e-02
249,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,15,7.58909908016868973e-08
250,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,10,2.41192063344316707e-14
251,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,20,7.57071083510068221e-04
252,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,20,7.77123745565895269e-04
253,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,5,2.48679598581083641e-02
254,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,15,2.41346312749008312e-14
255,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,5,2.47040750008563511e-11
256,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,5,9.94718394324342441e-03
257,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,20,5.66523210517529185e-01
258,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,3,2.52969969024134869e-08
259,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,20,2.48679598581085599e-04
260,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,15,2.48679598581087345e-03
261,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,20,7.57071083510103457e-05
262,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,20,15,7.58909907904205187e-09
263,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,5,3.19029131487370311e-03
264,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,20,10,7.58909907602497015e-09
265,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,10,2.47041090732785795e-11
266,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,15,7.57071083510068221e-04
267,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,20,2.41346312750059737e-14
268,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,5,1.34438613433349674e-01
269,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,10,1.00715237425340026e-01
270,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,3,3.19029131487370311e-03
271,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,15,20,2.47040891366549357e-10
272,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,5,2.48679598581086486e-02
273,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,10,2.48679598581086486e-02
274,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,15,1.34438613433361474e-02
275,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,10,1.34438613433361079e-03
276,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,20,20,7.58909907602497015e-09
277,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,5,2.52969969024134869e-08
278,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,5,20,2.59041248521950359e-06
279,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,5,2.47041411135827722e-12
280,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,5,4.14465997635120580e-03
281,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,15,3.19029131487353346e-02
282,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,5,2.52969969200832360e-08
283,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,3,7.58909907779194572e-08
284,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,15,7.58909907496478612e-07
285,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,10,20,2.52969969200832352e-09
286,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,15,2.59041248521870836e-04
287,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,15,7.57071083510161896e-04
288,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,3,2.48679598581086478e-03
289,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,20,2.52969969200832360e-08
290,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,10,1.34438613433359565e-02
291,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,10,5,2.52969969200832352e-09
292,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,3,4.14465997635177132e-03
293,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,15,15,2.47040891366549357e-10
294,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,20,4.14465997635142666e-05
295,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,15,2.41688390822746349e-15
296,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,10,1.00715237425340076e+00
297,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,20,1.34438613433361526e-02
298,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,3,2.47040970880416390e-12
299,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,20,2.52969969453345091e-08
300,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,5,5.66523210517538178e-01
301,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,3,7.57071083510103457e-05
302,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,5,1.00715237425340076e+00
303,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,10,2.59041248521917579e-05
304,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,5,9.94718394324345945e-02
305,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,15,5,2.47040891366549357e-10
306,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,5,2.41192063344316707e-15
307,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,10,1.00715237425339887e-01
308,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,20,7.57071083509955074e-03
309,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,20,3.19029131487372068e-04
310,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,10,7.77123745565612509e-04
311,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,5,2.47040970880416390e-12
312,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,20,2.41192063344316707e-14
313,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,10,2.41357059405173455e-15
314,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,15,9.94718394324344566e-04
315,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,20,2.41015365862013163e-13
316,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,10,9.94718394324342441e-03
317,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,3,7.57071083510147639e-05
318,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,5,1.34438613433361513e-03
319,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,20,7.57071083510168726e-04
320,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,20,7.77123745565895269e-04
321,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,3,20,4.14465997635138220e-04
322,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,3,2.48679598581085599e-04
323,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,5,7.77123745565895242e-05
324,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,10,2.48679598581083641e-02
325,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,15,7.57071083509955074e-03
326,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,15,2.41156723847855983e-13
327,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,5,7.58909907779194572e-08
328,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,15,2.41156723847855983e-13
329,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,15,5.66523210517537665e-02
330,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,20,9.94718394324344566e-04
331,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,3,1.00715237425338855e+00
332,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,3,7.58909907779194572e-08
333,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,15,7.58909907779194572e-08
334,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,3,3.19029131487330725e-02
335,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,10,2.41192063344316707e-15
336,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,20,1.34438613433361079e-03
337,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,10,20,7.77123745566038018e-06
338,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,15,3.19029131487370311e-03
339,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,10,4.14465997635177132e-03
340,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,5,1.00715237425340037e-02
341,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,3,5.66523210517538324e-03
342,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,10,4.14465997635120580e-03
343,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,5,9.94718394324436428e-02
344,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,10,5.66523210517537665e-02
345,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,20,5.66523210517538178e-01
346,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,3,9.94718394324343030e-02
347,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,5,2.47040926706045795e-11
348,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,5,15,2.59041248521950359e-06
349,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,15,9.94718394324346430e-03
350,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,5,2.48679598581085599e-04
351,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,15,5.66523210517509312e-01
352,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,20,3.19029131487380112e-03
353,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,5,2.52969969024134895e-07
354,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,5,3.19029131487370311e-03
355,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,3,1.34438613433360988e-02
356,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,3,2.48679598581085599e-04
357,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,3,4.14465997635134718e-03
358,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,15,2.42851170489342272e-05
359,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,3,2.41688270572259052e-15
360,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,10,9.94718394324344566e-04
361,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,10,7.57071083510068221e-04
362,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,15,2.52969969024134895e-07
363,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,15,7.57071083510068221e-04
364,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,15,2.47040926706045795e-11
365,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,5,2.59041248521906195e-05
366,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,3,2.52969969200832360e-08
367,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,3,2.59041248521729511e-04
368,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,20,5.66523210517509312e-01
369,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,5,2.48679598581085599e-04
370,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,3,2.41156723847855983e-13
371,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,5,2.42851170486515113e-05
372,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,3,3.19029131487372068e-04
373,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,3,7.77123745565895269e-04
374,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,5,7.57071083509955074e-03
375,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,20,2.41469258633243983e-15
376,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,15,4.14465997635142666e-05
377,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,15,1.34438613433360988e-02
378,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,5,2.47040970880416390e-12
379,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,10,2.42851170493905431e-07
380,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,3,2.42851170486515113e-05
381,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,5,1.00715237425340026e-01
382,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,5,20,2.59041248521994363e-06
383,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,3,2.48679598581117572e-02
384,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,10,2.41156723847855983e-13
385,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,10,2.41346272082458340e-14
386,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,3,7.58909907779194599e-07
387,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,5,5.66523210517538324e-03
388,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,10,3.19029131487353346e-02
389,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,5,7.57071083510124729e-03
390,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,15,2.42851170489342263e-06
391,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,10,9.94718394324436428e-02
392,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,15,2.48679598581089340e-04
393,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,3,2.41192063344316707e-15
394,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,15,5.66523210517538178e-01
395,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,3,2.48679598581085599e-04
396,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,10,2.47041411140660710e-12
397,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,3,9.94718394324344566e-04
398,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,20,7.77123745565612509e-04
399,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,5,2.42851170489342263e-06
400,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,3,2.59041248521870836e-04
401,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,5,1.34438613433359565e-02
402,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,3,2.48679598581083641e-02
403,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,5,7.58909907425799589e-08
404,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,15,2.42851170488017017e-07
405,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,3,5.66523210517537890e-03
406,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,10,10,7.77123745566309069e-06
407,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,3,9.94718394324344566e-04
408,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,10,2.48679598581089340e-04
409,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,20,2.48679598581086478e-03
410,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,5,1.34438613433357029e-01
411,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,20,2.41156723847855983e-13
412,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,20,4.14465997635177132e-03
413,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,20,2.59041248522087596e-05
414,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,15,2.52969969453342874e-08
415,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,15,7.58909907779194572e-08
416,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,10,2.59041248521906195e-05
417,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,15,3.19029131487372068e-04
418,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,10,3.19029131487381392e-04
419,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,15,9.94718394324346300e-04
420,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,10,2.41688390822746349e-15
